,h,t,r
58961,1732,138,524
58962,6598,1304,20
58964,2756,638,73
58976,6224,3342,20
58977,10333,214,73
58999,9918,4748,380
59003,3333,214,73
59004,2240,3252,567
59005,1391,3342,20
59019,7908,140,20
59057,7400,58,84
