h,t,r
1543,174,4
7528,17,4
6525,174,4
11996,10,4
9084,174,4
10422,174,4
6455,10,4
6147,17,4
10880,174,4
5406,17,4
9484,9,4
13817,10,4
7062,10,4
12519,17,4
4392,9,4
10905,17,4
12908,9,4
12519,10,4
7814,174,4
1263,17,4
6353,174,4
10599,9,4
1490,9,4
4458,17,4
12025,17,4
8877,10,4
183,9,4
11213,174,4
3892,174,4
9127,9,4
9459,174,4
10740,10,4
12519,174,4
13396,9,4
13282,9,4
9930,9,4
2542,10,4
4627,9,4
13716,17,4
12913,9,4
11614,9,4
6419,10,4
7103,9,4
12316,17,4
10133,10,4
8589,174,4
9913,17,4
10461,9,4
12891,10,4
4596,10,4
8182,10,4
7446,10,4
5656,9,4
10061,17,4
12269,174,4
12338,9,4
12450,174,4
1341,174,4
12553,17,4
8787,17,4
11416,10,4
9153,9,4
11380,9,4
3126,10,4
12401,17,4
11499,9,4
6823,17,4
13560,10,4
4972,10,4
7304,174,4
8520,10,4
5861,174,4
8671,174,4
12663,9,4
10956,17,4
10484,17,4
14064,10,4
10180,17,4
12387,10,4
11992,9,4
10498,174,4
11654,10,4
10461,17,4
5849,10,4
7498,9,4
11787,9,4
9015,9,4
6319,9,4
4440,9,4
11026,17,4
3940,10,4
9758,10,4
11777,10,4
4190,9,4
1700,10,4
1148,17,4
8294,10,4
9571,10,4
4623,10,4
10880,17,4
7720,9,4
9580,174,4
1365,10,4
6745,10,4
14487,17,4
3367,9,4
9693,17,4
7031,17,4
10629,10,4
10656,9,4
12705,10,4
10232,9,4
7634,17,4
12681,10,4
7423,174,4
7423,10,4
4475,17,4
7720,10,4
8366,174,4
13245,17,4
5423,10,4
1916,174,4
13485,174,4
11114,9,4
7828,10,4
12428,10,4
4130,174,4
8033,10,4
2763,10,4
2783,10,4
6927,9,4
12534,10,4
9674,174,4
13439,17,4
12839,10,4
7420,17,4
10422,10,4
5666,10,4
10851,174,4
8442,10,4
4324,9,4
11121,10,4
12467,17,4
12839,17,4
1663,174,4
10163,9,4
4715,174,4
6328,17,4
10920,9,4
3909,17,4
8772,10,4
3130,10,4
9126,174,4
4002,9,4
5406,9,4
13289,10,4
4799,10,4
9461,17,4
1422,10,4
11841,9,4
12332,9,4
10377,9,4
2320,174,4
14253,10,4
12510,9,4
11095,174,4
13912,174,4
16,10,4
2158,10,4
183,174,4
9385,17,4
2742,10,4
10203,17,4
2734,10,4
11872,10,4
11145,9,4
11872,174,4
6466,17,4
2462,17,4
4423,10,4
7752,9,4
8744,9,4
1916,10,4
516,17,4
7715,17,4
9459,17,4
1527,17,4
8979,9,4
14211,174,4
11439,10,4
9570,17,4
4596,9,4
10880,9,4
6626,9,4
2980,10,4
7756,17,4
5784,174,4
1263,9,4
4221,9,4
6626,10,4
11837,17,4
6427,17,4
11364,10,4
13439,10,4
12691,174,4
13359,10,4
11691,17,4
4558,10,4
6736,9,4
10090,17,4
11895,10,4
2470,9,4
11123,17,4
6342,9,4
4583,9,4
13339,17,4
3397,9,4
13550,10,4
2542,17,4
5415,174,4
6525,17,4
9693,9,4
8033,9,4
2653,174,4
6626,17,4
10599,174,4
11556,17,4
13391,174,4
10291,9,4
2415,17,4
2149,10,4
11911,10,4
10303,17,4
7994,10,4
7428,174,4
7031,10,4
5510,9,4
10440,174,4
7855,174,4
9255,10,4
9227,9,4
13107,10,4
1878,174,4
1208,9,4
7304,17,4
4666,17,4
9345,9,4
10970,17,4
13391,10,4
7978,9,4
9712,10,4
4423,17,4
8323,17,4
4458,10,4
8079,174,4
13654,174,4
11554,9,4
11,17,4
5510,174,4
6947,10,4
6776,9,4
3130,9,4
9327,9,4
12961,17,4
7855,17,4
11388,174,4
8933,9,4
11171,174,4
11771,17,4
11280,17,4
6317,9,4
5784,9,4
11946,174,4
13107,174,4
3533,9,4
13218,174,4
8854,10,4
2477,9,4
11198,10,4
12244,10,4
10889,10,4
11274,174,4
9588,10,4
11,9,4
4671,9,4
6625,10,4
1419,10,4
10656,10,4
14060,17,4
10108,9,4
13505,10,4
11159,17,4
7946,17,4
6455,9,4
1421,174,4
5237,9,4
7928,174,4
12961,174,4
13607,10,4
4557,174,4
2129,9,4
379,9,4
7999,10,4
10272,10,4
13245,174,4
12833,9,4
11975,9,4
6176,10,4
13409,10,4
2319,174,4
1426,17,4
12244,9,4
4068,9,4
6742,10,4
10715,174,4
8904,9,4
4866,10,4
3077,17,4
10657,9,4
12882,10,4
1148,10,4
10878,9,4
8622,174,4
9537,17,4
12930,10,4
13479,10,4
12029,9,4
1372,174,4
905,9,4
9455,174,4
9174,9,4
10326,174,4
10939,174,4
3361,10,4
4131,11341,4
3397,10,4
7498,10,4
10878,17,4
8463,9,4
5856,174,4
11080,174,4
3523,17,4
13040,17,4
10501,174,4
1916,9,4
3516,9,4
3516,174,4
3038,10,4
12338,10,4
3515,174,4
2149,9,4
7217,9,4
12401,10,4
7702,17,4
7369,174,4
10536,174,4
3275,10,4
11502,10,4
9634,10,4
10394,10,4
10130,17,4
8108,17,4
5084,10,4
1148,174,4
3126,17,4
11549,17,4
173,9,4
4297,9,4
9730,17,4
12881,9,4
9977,9,4
2679,9,4
11837,174,4
6455,17,4
9970,174,4
10104,17,4
12494,174,4
11195,17,4
12257,10,4
8904,174,4
1867,174,4
4866,174,4
3840,10,4
7613,17,4
10657,17,4
6630,10,4
9608,9,4
6988,10,4
3892,9,4
2653,17,4
10304,10,4
12056,17,4
11864,17,4
9818,174,4
6909,9,4
1426,10,4
7910,174,4
4029,174,4
13970,10,4
7828,17,4
12652,174,4
7609,17,4
9213,10,4
183,17,4
3840,9,4
8727,9,4
11777,17,4
2129,174,4
9371,17,4
11001,9,4
8671,17,4
9301,17,4
8772,174,4
13187,174,4
12467,10,4
12467,174,4
5747,10,4
11156,10,4
8079,9,4
4383,10,4
4557,17,4
905,174,4
10385,174,4
7420,9,4
1419,9,4
12930,17,4
11117,10,4
3527,10,4
4908,10,4
3544,174,4
11404,9,4
14345,9,4
12025,9,4
8463,174,4
6427,9,4
585,17,4
4054,9,4
10866,174,4
4297,174,4
13740,10,4
13116,10,4
14279,174,4
10272,9,4
13864,10,4
4799,9,4
10501,10,4
1532,174,4
5055,174,4
8108,9,4
8523,174,4
11837,10,4
13732,10,4
7752,10,4
6074,174,4
5290,10,4
10607,174,4
8228,10,4
4423,9,4
12046,174,4
4557,9,4
7213,174,4
5493,17,4
13864,174,4
12746,10,4
2783,17,4
4002,17,4
10740,17,4
12450,9,4
11047,9,4
8355,17,4
9679,9,4
379,17,4
5671,9,4
7277,17,4
10329,17,4
4596,17,4
11632,17,4
4558,9,4
4558,174,4
12953,174,4
11145,10,4
13218,10,4
8084,174,4
7446,174,4
2660,9,4
12663,174,4
4540,174,4
3283,17,4
2975,17,4
13282,10,4
7062,9,4
12250,17,4
10291,10,4
11717,9,4
13479,17,4
7428,9,4
4583,17,4
11957,10,4
2319,9,4
4219,9,4
10874,17,4
8979,10,4
13817,9,4
9616,10,4
12663,10,4
7828,9,4
379,174,4
12746,9,4
12257,9,4
4324,17,4
6487,174,4
9580,10,4
181,17,4
7937,174,4
6612,9,4
13023,10,4
4113,10,4
3940,174,4
7305,17,4
11886,10,4
14245,17,4
5627,9,4
10177,17,4
9616,9,4
4591,10,4
6625,9,4
8669,174,4
5747,174,4
4190,10,4
12681,9,4
11333,10,4
8355,9,4
11404,17,4
12913,10,4
3015,174,4
9684,10,4
4054,17,4
11198,9,4
11905,10,4
8006,174,4
10016,9,4
10851,10,4
12953,9,4
4007,17,4
13540,17,4
4190,174,4
1528,10,4
10920,10,4
12316,9,4
4392,17,4
3360,10,4
6823,10,4
4454,17,4
2734,17,4
8752,174,4
6419,174,4
12553,174,4
4052,174,4
9886,174,4
13607,9,4
9865,174,4
7613,10,4
11837,9,4
9573,9,4
842,17,4
14262,174,4
2753,10,4
13689,17,4
12351,9,4
11274,10,4
10246,9,4
10661,10,4
13282,174,4
4863,17,4
9517,17,4
1206,10,4
10629,17,4
3197,174,4
8450,17,4
6487,10,4
14345,17,4
12250,9,4
11198,17,4
9673,17,4
11717,174,4
5747,9,4
6243,17,4
3820,17,4
11227,174,4
11872,9,4
4974,9,4
7608,17,4
6229,9,4
10442,9,4
2980,174,4
3940,17,4
7900,17,4
12319,17,4
8228,174,4
11195,9,4
10314,17,4
13894,10,4
6440,10,4
2551,17,4
5510,10,4
5084,174,4
10717,17,4
2980,17,4
8669,9,4
2097,11341,4
9834,9,4
9891,17,4
9620,174,4
8044,9,4
7621,17,4
11280,10,4
14409,17,4
2734,174,4
14056,174,4
2997,9,4
3285,17,4
425,17,4
3523,10,4
11730,9,4
10484,10,4
14409,9,4
10133,174,4
13116,9,4
12667,17,4
8589,9,4
7946,174,4
7928,10,4
8474,10,4
3126,174,4
4354,10,4
425,9,4
4052,10,4
6772,10,4
12025,174,4
3909,174,4
12462,174,4
4627,174,4
11145,17,4
6475,17,4
10613,9,4
4863,174,4
1342,174,4
3197,9,4
11996,17,4
1263,10,4
7762,9,4
4605,174,4
1564,10,4
2763,174,4
8580,17,4
2403,174,4
11632,174,4
8978,174,4
8933,10,4
2551,174,4
13751,174,4
4454,174,4
1663,10,4
11697,10,4
7370,174,4
12993,17,4
13598,9,4
9683,17,4
4605,17,4
9126,17,4
13025,17,4
3005,174,4
10866,10,4
13025,9,4
2415,10,4
4799,17,4
11771,9,4
7170,174,4
7973,174,4
12046,10,4
10950,174,4
8371,9,4
12953,17,4
6319,10,4
13607,17,4
11783,10,4
12868,10,4
9350,17,4
5440,10,4
12519,9,4
9566,9,4
3909,10,4
9213,174,4
7305,10,4
10881,174,4
1490,10,4
8446,10,4
10246,174,4
13485,17,4
10536,17,4
12221,17,4
1868,9,4
8724,9,4
11302,17,4
11121,174,4
9674,9,4
10585,9,4
2158,174,4
8328,17,4
10465,9,4
11439,9,4
4593,17,4
12370,10,4
12580,10,4
10325,174,4
11117,174,4
10133,17,4
10923,10,4
9712,17,4
425,10,4
12691,10,4
7149,174,4
2783,174,4
13008,10,4
14064,174,4
5019,174,4
1045,17,4
13087,174,4
14060,10,4
6147,9,4
11499,10,4
14262,17,4
1528,174,4
3875,17,4
4429,10,4
4958,174,4
7170,10,4
2130,174,4
3427,17,4
11771,174,4
8294,174,4
12699,174,4
1490,174,4
13506,9,4
4131,174,4
13912,9,4
3574,17,4
10000,10,4
1344,17,4
13307,9,4
13912,17,4
6427,174,4
9634,9,4
9580,9,4
3015,17,4
13121,9,4
3574,9,4
7588,9,4
3654,10,4
12351,10,4
4863,10,4
13980,9,4
10151,9,4
13178,10,4
5666,17,4
11195,10,4
9930,17,4
7994,174,4
8543,10,4
8523,9,4
13409,17,4
1341,17,4
9842,9,4
842,9,4
2470,174,4
8294,9,4
10822,10,4
3297,10,4
13121,174,4
6947,174,4
6104,12777,1029
4809,12777,1029
6917,6917,1028
16,17,8
379,17,8
905,174,8
1148,10,8
1154,9,8
1422,9,8
1528,10,8
1564,10,8
1940,10,8
2415,10,8
2551,174,8
2660,17,8
2866,10,8
3038,9,8
1206,174,8
3275,9,8
3909,174,8
4190,174,8
4392,10,8
4429,10,8
4454,9,8
4583,9,8
4596,17,8
4671,10,8
4958,10,8
5151,17,8
5237,9,8
5415,9,8
2980,10,8
5675,10,8
5784,10,8
4219,174,8
4354,17,8
6359,17,8
425,174,8
6427,9,8
6612,17,8
5110,10,8
6742,17,8
3544,9,8
7149,9,8
7217,10,8
7253,17,8
7321,17,8
7423,9,8
7455,174,8
7487,17,8
5019,10,8
7609,174,8
7613,10,8
7634,9,8
6630,17,8
7814,174,8
7937,174,8
7999,17,8
8084,17,8
8167,174,8
4972,174,8
6229,17,8
8321,9,8
6074,10,8
8500,9,8
6776,17,8
8575,174,8
8589,10,8
6947,174,8
8765,174,8
8787,9,8
5162,174,8
8877,9,8
9015,9,8
7994,17,8
9153,17,8
9588,174,8
9608,9,8
5110,17,8
4596,9,8
1421,9,8
9674,9,8
9712,10,8
9864,174,8
3176,17,8
9455,9,8
9909,174,8
10061,17,8
10130,9,8
7213,174,8
10272,17,8
10326,174,8
10329,9,8
5162,9,8
10465,9,8
6328,17,8
10484,9,8
10486,17,8
10629,174,8
1341,17,8
9355,17,8
3360,10,8
3534,17,8
10881,17,8
10950,174,8
9891,9,8
9213,174,8
4052,174,8
10880,174,8
10232,17,8
11123,17,8
11213,17,8
8182,17,8
2403,17,8
10693,17,8
585,9,8
6440,9,8
1154,10,8
6317,17,8
11416,10,8
2364,17,8
2129,174,8
7751,9,8
8979,17,8
4029,17,8
11691,174,8
4592,10,8
9665,9,8
11841,9,8
4400,174,8
10880,17,8
842,9,8
10377,9,8
3285,9,8
9053,10,8
11975,17,8
6427,17,8
2129,9,8
9461,17,8
9580,17,8
2653,174,8
4605,10,8
11559,174,8
8323,174,8
7613,9,8
10536,17,8
11783,9,8
3940,174,8
12198,10,8
2477,10,8
9684,10,8
5470,17,8
1426,174,8
12250,9,8
7420,174,8
12269,17,8
8724,9,8
12319,10,8
1321,10,8
4068,17,8
9665,174,8
3544,10,8
5290,10,8
11026,9,8
4297,174,8
9730,9,8
7937,10,8
10232,9,8
10972,174,8
8366,17,8
2783,17,8
12244,10,8
4113,174,8
11380,17,8
11787,10,8
7685,10,8
12652,9,8
10422,10,8
6440,17,8
3840,10,8
1365,10,8
2753,17,8
4557,10,8
12689,174,8
12691,9,8
9970,17,8
2149,174,8
9923,9,8
5398,174,8
9634,17,8
12810,9,8
10130,17,8
5675,174,8
12332,174,8
7702,17,8
12298,17,8
4458,174,8
2980,174,8
12881,17,8
4132,17,8
1419,17,8
12913,174,8
7031,174,8
10232,174,8
10016,10,8
8221,9,8
12993,9,8
7241,9,8
1543,174,8
10611,10,8
6475,17,8
7910,174,8
6606,17,8
9127,9,8
1663,174,8
11151,17,8
8072,9,8
6176,10,8
317,9,8
7978,17,8
10827,17,8
1208,174,8
13087,9,8
8463,9,8
11735,17,8
7487,174,8
5470,10,8
10822,9,8
317,174,8
8321,17,8
6823,10,8
5290,174,8
10129,9,8
7702,10,8
13208,174,8
13218,17,8
8033,17,8
5656,9,8
11333,10,8
4627,17,8
12519,10,8
4475,10,8
12298,10,8
4440,17,8
11864,10,8
11502,10,8
11556,10,8
8182,174,8
8355,17,8
9834,10,8
7042,17,8
3176,9,8
1344,174,8
11004,10,8
10108,9,8
10905,10,8
8108,10,8
6369,17,8
4863,9,8
10291,10,8
11872,10,8
7752,10,8
6703,10,8
11198,17,8
7994,10,8
3397,17,8
7608,17,8
8328,9,8
11777,9,8
12961,17,8
8242,9,8
4605,174,8
13505,9,8
11378,10,8
7028,10,8
13506,17,8
7305,174,8
11416,17,8
9573,9,8
2551,9,8
8163,174,8
9906,10,8
12338,17,8
10693,10,8
12705,10,8
173,174,8
4558,10,8
4475,174,8
13440,10,8
13587,174,8
12891,10,8
13607,9,8
10920,10,8
1878,10,8
10246,10,8
12961,9,8
2742,9,8
7999,10,8
2653,10,8
13187,17,8
8221,174,8
10440,174,8
13654,10,8
12496,17,8
13659,9,8
6525,174,8
8220,10,8
6369,9,8
893,174,8
11787,17,8
2742,174,8
9758,10,8
13689,17,8
9864,9,8
9997,174,8
5423,174,8
5423,10,8
3417,10,8
1523,10,8
516,17,8
11302,9,8
9580,10,8
8732,17,8
8979,9,8
5671,17,8
5747,17,8
9167,17,8
11404,174,8
11549,174,8
2685,174,8
2470,9,8
2975,9,8
7828,174,8
6147,11341,8
12556,10,8
9891,10,8
10827,174,8
13417,10,8
11911,10,8
1206,17,8
8044,9,8
8787,17,8
11156,174,8
1878,174,8
13654,9,8
12553,10,8
5406,10,8
9970,174,8
10939,17,8
3892,174,8
12580,9,8
8500,174,8
4558,174,8
13866,174,8
12041,174,8
4131,10,8
10970,9,8
13052,174,8
11771,174,8
10051,10,8
12961,10,8
13947,174,8
11095,17,8
4972,9,8
10314,17,8
5055,174,8
10152,9,8
11499,9,8
9126,17,8
7031,10,8
3892,10,8
8146,17,8
5972,9,8
7170,17,8
11212,10,8
8923,9,8
1321,174,8
3574,9,8
3038,10,8
6455,9,8
12959,17,8
4219,9,8
10866,9,8
12551,17,8
10151,10,8
12868,17,8
1527,10,8
989,17,8
13751,9,8
4029,174,8
9385,174,8
2097,17,8
13307,174,8
3222,17,8
6823,9,8
10661,174,8
1868,174,8
12953,17,8
10090,10,8
9174,9,8
14064,9,8
11404,9,8
9484,174,8
10272,10,8
10923,9,8
9301,10,8
3283,17,8
1663,10,8
9084,9,8
11114,17,8
6625,17,8
5315,10,8
13040,17,8
9455,174,8
11905,9,8
8163,9,8
13912,10,8
8543,174,8
989,10,8
4068,9,8
1532,9,8
11936,17,8
9865,17,8
7588,9,8
10939,10,8
7621,9,8
14064,174,8
12370,10,8
8474,9,8
8323,9,8
2320,10,8
5202,9,8
10536,174,8
12029,174,8
11895,17,8
2320,9,8
183,17,8
9834,174,8
12191,10,8
11728,10,8
8744,10,8
9015,10,8
8589,9,8
9466,9,8
12467,17,8
3534,174,8
2415,9,8
10956,17,8
4557,174,8
9818,174,8
4540,9,8
6359,10,8
5809,10,8
10000,17,8
13540,9,8
7855,10,8
4908,9,8
8228,9,8
12010,174,8
7999,9,8
9580,9,8
8952,10,8
9730,17,8
2734,17,8
7370,9,8
14245,9,8
7184,9,8
3544,174,8
13439,174,8
10163,9,8
12993,10,8
8853,9,8
14262,174,8
9693,10,8
7499,174,8
13248,9,8
7715,174,8
10607,17,8
7428,9,8
6745,17,8
9371,17,8
12450,174,8
2742,10,8
12494,174,8
6745,174,8
4592,174,8
9991,17,8
12257,9,8
2980,9,8
6736,10,8
3005,10,8
12705,17,8
8933,17,8
11697,10,8
7828,10,8
11905,174,8
13417,174,8
6626,10,8
5428,17,8
14279,174,8
9472,10,8
13409,174,8
9884,9,8
11380,10,8
10851,174,8
666,10,8
12021,10,8
14135,9,8
7498,17,8
7149,17,8
3397,10,8
12444,10,8
12046,9,8
3516,174,8
13732,9,8
3197,17,8
10934,9,8
12810,17,8
12444,17,8
1341,10,8
4605,9,8
3523,17,8
9977,174,8
13025,17,8
11847,17,8
9301,174,8
9991,9,8
9913,17,8
3544,17,8
2390,9,8
8450,17,8
12056,9,8
10440,17,8
13178,10,8
3533,17,8
7420,10,8
6742,174,8
568,10,8
10717,9,8
12041,9,8
10881,9,8
7369,9,8
12250,17,8
10599,10,8
11691,17,8
10493,174,8
11837,174,8
12913,10,8
9634,9,8
3909,10,8
7441,174,8
9385,17,8
4400,17,8
8978,17,8
10717,10,8
13067,9,8
13716,17,8
3130,9,8
13187,9,8
1543,9,8
10536,9,8
12338,10,8
1372,17,8
13505,10,8
13506,9,8
12908,174,8
757,9,8
9167,174,8
9127,10,8
13732,174,8
10051,17,8
12652,174,8
1206,10,8
1916,10,8
4440,10,8
1344,9,8
8292,174,8
9573,174,8
11559,10,8
3533,174,8
13912,9,8
9891,17,8
11717,174,8
1940,17,8
8575,9,8
12534,174,8
8323,10,8
516,174,8
9570,174,8
11378,17,8
13263,10,8
4592,17,8
842,10,8
317,17,8
13817,10,8
14467,9,8
9741,10,8
6745,9,8
10503,174,8
14211,17,8
1878,9,8
3367,10,8
2681,17,8
9616,9,8
12387,9,8
14262,10,8
9634,10,8
666,17,8
13598,17,8
1344,17,8
2679,9,8
1342,174,8
11559,9,8
6328,9,8
10385,174,8
12351,10,8
12221,9,8
13864,174,8
3840,174,8
6630,9,8
1867,9,8
4671,174,8
4383,17,8
12716,17,8
9571,9,8
11151,174,8
13008,17,8
3523,174,8
9015,174,8
10715,17,8
10851,17,8
7814,10,8
7910,9,8
11198,9,8
2997,17,8
10129,10,8
3265,17,8
13540,174,8
10133,17,8
11632,9,8
1208,10,8
12882,17,8
9842,174,8
9459,10,8
7257,174,8
3820,10,8
7752,9,8
14409,17,8
1490,9,8
12699,9,8
4002,174,8
9459,9,8
6776,10,8
7241,174,8
3515,9,8
6736,17,8
7217,17,8
4221,17,8
3909,9,8
10493,9,8
12930,17,8
8622,17,8
12705,174,8
10599,17,8
12959,9,8
9930,10,8
12578,9,8
11975,10,8
9673,17,8
12029,10,8
11554,9,8
13980,17,8
10613,9,8
11378,9,8
905,10,8
5202,10,8
9455,17,8
13341,17,8
7103,10,8
3283,174,8
12553,9,8
11378,174,8
10629,17,8
8228,10,8
8463,174,8
10970,10,8
12191,17,8
9693,174,8
11195,174,8
1527,9,8
13121,10,8
11825,10,8
12691,17,8
5856,17,8
3985,174,8
2681,9,8
2470,174,8
8022,10,8
7499,10,8
1564,9,8
3427,10,8
3792,17,8
9227,17,8
9537,10,8
13970,9,8
10878,10,8
12913,9,8
10326,9,8
9727,9,8
10656,10,8
11045,9,8
3533,10,8
6487,9,8
9137,174,8
8923,10,8
7910,17,8
13240,17,8
7184,10,8
8500,17,8
6342,9,8
10422,17,8
1523,174,8
5110,9,8
11957,17,8
6823,17,8
13067,10,8
2997,9,8
4593,17,8
6419,17,8
11825,174,8
6229,10,8
13163,17,8
10740,10,8
13359,9,8
11292,10,8
11117,10,8
11047,17,8
11549,9,8
7588,17,8
10051,174,8
13598,10,8
13240,174,8
3015,17,8
5444,9,8
12953,9,8
5428,10,8
11243,174,8
12407,9,8
181,10,8
12930,9,8
4557,9,8
8933,9,8
13716,9,8
5055,17,8
8752,174,8
12828,174,8
5861,17,8
9350,9,8
12510,10,8
1878,17,8
4007,9,8
11783,10,8
12790,9,8
3283,10,8
13178,17,8
5666,9,8
5510,11341,8
10175,17,8
9566,9,8
2149,10,8
11717,9,8
5084,174,8
7613,174,8
8427,17,8
10303,10,8
8752,10,8
7031,9,8
9971,17,8
6243,9,8
11580,9,8
6776,9,8
13087,10,8
10855,10,8
9884,174,8
10706,9,8
11499,10,8
13894,174,8
10866,174,8
12056,10,8
7305,10,8
9864,17,8
2551,17,8
13116,174,8
666,174,8
9923,10,8
11502,9,8
3297,10,8
6340,10,8
2679,10,8
11439,9,8
11895,10,8
11992,9,8
13740,9,8
11730,174,8
2477,17,8
12578,10,8
8671,174,8
9865,9,8
13040,10,8
4715,17,8
4974,17,8
568,174,8
2542,174,8
11004,174,8
1263,9,8
13607,10,8
11198,10,8
1532,17,8
11580,10,8
7762,9,8
12833,174,8
11453,17,8
5444,174,8
7973,17,8
7428,17,8
9537,9,8
11936,9,8
2403,9,8
8904,10,8
7720,9,8
11292,17,8
11886,17,8
8135,9,8
1653,10,8
1341,9,8
1154,17,8
12269,9,8
11872,9,8
5423,9,8
10108,174,8
12462,174,8
10905,174,8
12274,10,8
13568,17,8
11441,9,8
7370,174,8
11095,10,8
8446,174,8
1045,174,8
10385,9,8
9371,10,8
11157,9,8
8079,10,8
11274,174,8
8523,17,8
9213,9,8
5162,17,8
6319,174,8
1653,17,8
7499,9,8
9712,174,8
9345,9,8
13263,174,8
7264,17,8
4190,9,8
7304,10,8
1045,10,8
10939,9,8
7170,174,8
4190,10,8
5406,9,8
11045,17,8
9571,10,8
13245,10,8
5377,174,8
2470,10,8
9909,17,8
8135,17,8
3574,174,8
13040,9,8
11095,9,8
4583,17,8
585,10,8
13218,9,8
8622,9,8
11083,10,8
4666,10,8
5084,10,8
12681,10,8
11777,17,8
4324,10,8
10740,9,8
12046,10,8
8877,17,8
10920,9,8
5627,10,8
7928,9,8
10304,10,8
12257,17,8
12332,10,8
7321,174,8
11243,10,8
7855,9,8
11121,10,8
9459,17,8
6525,9,8
4540,10,8
5162,10,8
13479,9,8
4383,9,8
2975,10,8
6475,174,8
12025,10,8
13087,17,8
7946,174,8
10465,17,8
1663,17,8
13479,10,8
6487,17,8
11404,17,8
13282,17,8
4475,17,8
11195,17,8
10461,10,8
12257,174,8
173,9,8
3077,10,8
14135,10,8
10901,9,8
13187,174,8
9925,9,8
14245,17,8
4297,9,8
8671,10,8
12041,17,8
13396,9,8
6419,174,8
6910,17,8
6909,174,8
3940,9,8
9865,174,8
12316,9,8
1834,174,8
11453,10,8
7264,10,8
1528,174,8
12010,10,8
4392,174,8
10905,9,8
9727,17,8
7257,10,8
11439,17,8
7715,17,8
8952,174,8
8854,9,8
9301,17,8
6328,10,8
11905,10,8
11047,9,8
11117,174,8
11388,174,8
8622,174,8
10874,9,8
5861,10,8
12839,17,8
13659,10,8
2364,10,8
8485,10,8
6823,174,8
6440,174,8
7751,10,8
9730,174,8
14060,10,8
4671,9,8
9609,10,8
3015,9,8
7174,174,8
12338,174,8
7828,17,8
6038,9,8
13052,17,8
7170,9,8
9834,9,8
7253,9,8
4052,10,8
8371,174,8
13634,9,8
13107,9,8
3792,10,8
8328,174,8
1532,10,8
12056,174,8
8485,866,8
13550,174,8
9084,174,8
10607,9,8
8355,174,8
13359,10,8
10920,174,8
8108,9,8
4324,9,8
12946,17,8
10889,174,8
6147,17,8
13505,17,8
3360,9,8
842,17,8
9834,17,8
8450,10,8
9371,9,8
2685,17,8
11730,10,8
9741,174,8
12578,17,8
9684,9,8
9127,17,8
10501,174,8
11872,17,8
9570,10,8
4558,9,8
6909,17,8
11991,9,8
3792,174,8
4863,17,8
10104,9,8
11095,174,8
12401,10,8
11905,17,8
1940,9,8
10827,9,8
5809,9,8
2319,17,8
1528,17,8
11195,10,8
6147,9,8
8221,17,8
9167,10,8
6630,10,8
9137,10,8
8853,174,8
11280,17,8
10866,10,8
2462,9,8
3940,17,8
11691,9,8
2403,174,8
12707,9,8
4054,17,8
757,17,8
4799,10,8
11554,174,8
5428,9,8
11412,10,8
4958,174,8
9355,10,8
11333,174,8
7978,9,8
5055,9,8
12401,9,8
7092,9,8
10972,9,8
9665,17,8
6342,17,8
2158,10,8
8108,174,8
4113,17,8
7369,174,8
9126,174,8
6606,10,8
13069,17,8
13587,9,8
4596,10,8
5444,10,8
8474,17,8
11614,174,8
9931,9,8
10613,10,8
4540,174,8
3515,10,8
7487,9,8
1344,10,8
11227,9,8
11195,9,8
9936,174,8
5019,9,8
14253,174,8
8589,174,8
13689,9,8
6947,10,8
10385,17,8
7752,17,8
11554,10,8
4715,174,8
9991,10,8
3197,10,8
10104,174,8
5510,10,8
11171,10,8
5415,174,8
11151,10,8
12012,9,8
12244,17,8
5146,10,8
12868,9,8
11080,174,8
6176,17,8
7855,174,8
6147,174,8
12462,9,8
2783,10,8
13282,174,8
9977,17,8
5146,9,8
9588,10,8
8671,9,8
4958,9,8
6625,9,8
1490,17,8
9936,10,8
9891,174,8
3126,17,8
7062,10,8
11499,17,8
8442,10,8
12868,174,8
10923,17,8
7092,10,8
7978,174,8
9842,17,8
11632,17,8
8877,174,8
5861,9,8
12891,174,8
13947,17,8
10585,10,8
12025,9,8
3875,174,8
10657,9,8
10889,17,8
12663,10,8
12428,17,8
7241,10,8
10484,17,8
10314,10,8
11051,174,8
2763,17,8
6038,10,8
1527,17,8
12012,174,8
4002,10,8
10104,10,8
4454,10,8
4583,10,8
2685,10,8
13282,10,8
1700,10,8
12667,9,8
3892,17,8
10394,174,8
12667,174,8
2149,17,8
4007,10,8
13587,17,8
6319,9,8
1154,174,8
5747,9,8
6038,17,8
4297,10,8
9971,9,8
2390,174,8
5856,10,8
11864,9,8
3875,17,8
4440,9,8
8952,9,8
7715,9,8
10203,17,8
842,174,8
6703,17,8
3005,9,8
8854,10,8
11691,10,8
14060,9,8
12041,10,8
3527,10,8
10304,9,8
11975,9,8
9971,10,8
8744,17,8
7149,174,8
13208,10,8
13339,17,8
8752,17,8
8,174,8
2866,174,8
11841,174,8
13751,174,8
9571,174,8
12946,174,8
4433,10,8
13187,10,8
9727,174,8
9679,174,8
3523,10,8
11292,174,8
14056,174,8
10116,17,8
10970,17,8
3285,17,8
9137,9,8
13947,10,8
13894,9,8
8079,174,8
10203,9,8
9345,17,8
12828,9,8
13289,9,8
7946,10,8
11302,174,8
9758,9,8
6328,174,8
11996,17,8
5406,17,8
10177,17,8
12496,174,8
